Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Compressive_Strength,Water_Cement_Ratio,Total_Binders,Cement_Water_Ratio,Total_Aggregates,Aggregate_Binder_Ratio
264.79765229283953,13.322748497577344,12.454621176377124,178.53305199857573,8.800602643230295,923.8766844420755,837.3985663287406,23,8.367753929724348,0.6742244519643104,290.575021966794,1.4831856024897394,1761.275250770816,6.061344291912637
518.3142948203631,214.65715625353909,102.50052975406632,244.48553196089625,15.764109220676795,880.7179793009827,684.0471103760858,48,49.941806263745725,0.4716935928723128,835.4719808279685,2.120020316389372,1564.7650896770685,1.8729115106006986
422.07733439701826,82.8031814235731,161.2807234465679,171.87459129351652,20.9349835651551,1163.530599086745,646.5326908533045,109,42.65326354354645,0.407211137122673,666.1612392671593,2.455728512402519,1810.0632899400496,2.7171549217292967
363.4097330466961,43.404078879820375,91.8479755193916,229.1742088663755,27.007923336062113,1104.160026914993,988.0467545673728,296,34.15947432414659,0.6306220995928249,498.66178744590803,1.585735737211988,2092.206781482366,4.195642886932291
168.64820179467205,27.703152586515294,10.391315510853683,144.51027874740265,23.765735844050283,1070.5593475640023,608.7927259238492,6,14.166946083440571,0.8568741155232883,206.74266989204102,1.167032568593002,1679.3520734878516,8.122909868411744
168.63758894792915,250.6639593161303,157.2556398768066,207.41986474325375,20.29083203618172,920.3865278526488,921.0789621344086,38,16.78070160425211,1.2299740884418098,576.5571881408661,0.8130252575213581,1841.4654899870575,3.193899109860973
125.55678935400776,122.3549869565038,40.27275642719488,247.01090407706263,20.388995471854308,873.6179088200854,915.2140598300088,169,1.4757174490496627,1.9673241514691384,288.18453273770643,0.5083046427571329,1788.831968650094,6.20724489151614
481.1175041409715,260.9160377503541,51.72416697760775,133.24610311348178,28.377739320962597,1102.5804351955649,718.8856455380384,356,56.575937753561334,0.2769512685916319,793.7577088689334,3.6107435256940903,1821.4660807336031,2.2947381302653485
364.4906051670119,23.528282687619253,32.94127068645918,121.08159248953496,8.874722924896082,989.6631783516318,654.2506464029253,283,36.024799877579326,0.332194001088326,420.9601585410903,3.010289158515277,1643.913824754557,3.905152997024285
411.55193423026,113.50452161901973,66.04301297429951,176.36576304223985,0.0333628258856222,890.3158208602516,658.2514586821694,203,42.725907538521966,0.4285382921893027,591.0994688235792,2.3335137564749044,1548.5672795424211,2.6198082746114086
